,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,tahe,52.3333,124.7333,-4.58,93,50,2.59,CN,1613670437
368,shabqadar,34.2139,71.5552,60.8,51,0,4.61,PK,1613670438
369,broome,42.2506,-75.833,24.01,77,100,1.99,US,1613670151
370,bara,10.3744,10.7288,73.4,17,63,18.41,NG,1613670440
371,sao gabriel da cachoeira,-0.1303,-67.0892,90.77,53,100,3.09,BR,1613670441
372,gigmoto,13.7796,124.39,74.89,83,100,23.02,PH,1613670442
373,haines junction,60.7522,-137.5108,17.6,93,100,2.3,CA,1613670444
374,mongo,12.1844,18.693,70.39,15,41,9.35,TD,1613670445
375,russell,32.3502,-85.1999,50.0,87,90,4.61,US,1613670446
376,porto belo,-27.1578,-48.5531,91.0,54,0,9.22,BR,1613670353
377,esperance,-33.8667,121.9,57.2,77,90,9.22,AU,1613670448
378,camacha,33.0833,-16.3333,64.4,68,40,8.05,PT,1613670449
379,wilmington,34.2257,-77.9447,41.0,93,90,3.44,US,1613670326
380,plettenberg bay,-34.0527,23.3716,65.16,77,35,6.22,ZA,1613670451
381,botevgrad,42.9,23.7833,39.2,70,75,10.36,BG,1613670453
382,longhua,23.6137,114.1919,54.37,60,0,1.88,CN,1613670454
383,iquitos,-3.7481,-73.2472,87.8,66,75,11.5,PE,1613670455
384,hasaki,35.7333,140.8333,30.2,64,20,8.05,JP,1613670456
385,tandalti,13.0167,31.8667,68.36,9,38,15.84,SD,1613670457
386,tshikapa,-6.4167,20.8,75.54,84,99,3.04,CD,1613670459
387,ngunguru,-35.6167,174.5,63.88,72,78,10.65,NZ,1613670460
388,talnakh,69.4865,88.3972,-21.55,98,100,4.72,RU,1613670462
389,mae sai,20.4335,99.8762,75.2,60,0,6.91,TH,1613670463
390,hofn,64.2539,-15.2082,39.16,73,7,8.88,IS,1613670464
391,kimitsu,35.3253,139.8911,39.2,35,0,14.97,JP,1613670465
392,aksay,47.26,39.87,19.0,67,20,11.18,RU,1613670466
393,guerrero negro,27.9769,-114.0611,64.83,33,0,3.15,MX,1613670467
394,njombe,-9.3333,34.7667,59.31,99,100,1.32,TZ,1613670468
395,redlands,34.0556,-117.1825,60.01,19,1,1.9,US,1613670213
396,beringovskiy,63.05,179.3167,-21.68,97,30,5.19,RU,1613670471
397,wanning,18.8003,110.3967,64.35,83,44,9.35,CN,1613670472
398,saint anthony,45.0205,-93.218,16.0,73,90,3.89,US,1613670473
399,bima,-8.4667,118.7167,76.5,93,97,0.31,ID,1613670474
400,polunochnoye,60.8697,60.4153,-23.13,98,10,0.67,RU,1613670475
401,zyryanka,65.75,150.85,-21.5,97,99,4.07,RU,1613670477
402,daru,-9.0763,143.2092,79.11,86,100,4.5,PG,1613670478
403,coquimbo,-29.9533,-71.3436,68.0,68,0,16.11,CL,1613670320
404,zanjan,36.6736,48.4787,32.43,54,99,15.79,IR,1613670480
405,shediac,46.2198,-64.5411,21.0,49,40,12.66,CA,1613670481
406,banapur,19.7833,85.1833,72.48,71,46,3.11,IN,1613670482
407,brooks,50.5834,-111.8851,9.0,78,0,4.61,CA,1613670483
408,carupano,10.6678,-63.2585,79.81,72,93,13.4,VE,1613670485
409,shellbrook,53.2168,-106.4011,-2.2,71,20,1.99,CA,1613670486
410,konanur,12.6264,76.0542,66.9,85,78,2.64,IN,1613670487
411,karwar,14.8,74.1333,74.93,84,55,7.72,IN,1613670488
412,northam,51.0333,-4.2167,45.0,81,2,10.0,GB,1613670489
413,dehloran,32.6941,47.2679,52.7,44,7,5.14,IR,1613670491
414,kilindoni,-7.9139,39.6668,80.37,77,64,10.04,TZ,1613670492
415,canto do buriti,-8.11,-42.9444,71.91,98,100,1.72,BR,1613670493
416,adrar,20.5022,-10.0711,86.13,9,60,8.68,MR,1613670494
417,takestan,36.0696,49.6959,37.4,81,0,6.91,IR,1613670495
418,castlecomer,52.8061,-7.2106,43.0,88,84,7.0,IE,1613670497
419,veraval,20.9,70.3667,74.34,55,20,6.69,IN,1613670498
420,soma,39.1855,27.6094,39.2,100,75,2.64,TR,1613670499
421,pevek,69.7008,170.3133,-26.95,91,30,2.71,RU,1613670500
422,omsukchan,62.5333,155.8,-21.41,96,100,4.16,RU,1613670501
423,shenzhen,22.5455,114.0683,64.0,88,0,6.11,CN,1613669938
424,black river,18.0264,-77.8487,84.0,69,40,18.41,JM,1613670503
425,plastun,44.7561,136.2939,13.5,78,92,7.74,RU,1613670504
426,pangnirtung,66.1451,-65.7125,-22.0,76,20,6.91,CA,1613670506
427,mattru,7.6244,-11.8332,85.91,60,80,6.96,SL,1613670507
428,svetlaya,46.5389,138.3297,15.51,74,50,8.1,RU,1613670508
429,bansang,13.4333,-14.65,96.8,24,10,2.3,GM,1613670509
430,chokwe,-24.5333,32.9833,77.14,86,33,11.63,MZ,1613670510
431,antalaha,-14.9003,50.2788,80.33,84,100,0.81,MG,1613670511
432,carutapera,-1.195,-46.02,80.01,88,100,5.48,BR,1613670513
433,cairns,-16.9167,145.7667,75.2,88,40,3.44,AU,1613670514
434,wasilla,61.5814,-149.4394,28.0,100,90,0.56,US,1613670513
435,taitung,22.7583,121.1444,56.19,79,47,10.63,TW,1613670516
436,bom jesus,-9.0744,-44.3586,73.62,95,100,2.55,BR,1613670517
437,horqueta,-23.3428,-57.0597,92.95,22,0,6.04,PY,1613670518
438,verkhoyansk,67.5447,133.385,-34.78,98,61,1.5,RU,1613670519
439,fomboni,-12.28,43.7425,83.08,76,32,4.38,KM,1613670521
440,palmeira,-25.4294,-50.0064,78.4,42,0,5.12,BR,1613670522
441,bharatpur,27.2167,77.4833,64.4,77,1,2.3,IN,1613670523
442,ketchikan,55.3422,-131.6461,39.2,100,90,24.16,US,1613670524
443,mareeba,-17.0,145.4333,75.2,88,40,3.44,AU,1613670525
444,huadian,42.9633,126.7478,7.77,82,0,2.1,CN,1613670526
445,bairiki,1.3292,172.9752,78.8,89,20,11.5,KI,1613670528
446,cayenne,4.9333,-52.3333,84.2,54,75,12.66,GF,1613670529
447,kokkola,63.8385,23.1307,19.99,86,90,11.5,FI,1613670530
448,te anau,-45.4167,167.7167,49.14,87,35,0.92,NZ,1613670531
449,coihaique,-45.5752,-72.0662,55.4,44,40,9.22,CL,1613670532
450,mosquera,4.7059,-74.2302,68.0,45,40,5.75,CO,1613670533
451,utica,43.1009,-75.2327,26.01,49,100,5.01,US,1613670299
452,roblin,51.23,-101.3565,-5.19,98,88,7.43,CA,1613670247
453,quatre cocos,-20.2078,57.7625,81.0,89,20,2.3,MU,1613670537
454,balclutha,-46.2339,169.75,53.01,91,74,1.99,NZ,1613670538
455,am timan,11.0297,20.2827,76.71,17,34,4.34,TD,1613670539
456,popondetta,-8.7537,148.2534,74.34,93,100,2.59,PG,1613670540
457,katobu,-4.9408,122.5276,76.98,88,100,4.21,ID,1613670541
458,cockburn town,21.4612,-71.1419,82.4,61,40,17.27,TC,1613670543
459,mutare,-18.9707,32.6709,64.13,91,99,2.91,ZW,1613670544
460,kashi,39.4547,75.9797,41.0,36,0,11.18,CN,1613670545
461,domodossola,46.1165,8.2931,46.0,63,100,1.14,IT,1613670546
462,torres,-29.3353,-49.7269,79.97,61,10,9.42,BR,1613670548
463,geraldton,-28.7667,114.6,60.8,67,0,17.27,AU,1613670549
464,karasjok,69.4719,25.5112,14.0,73,75,21.85,NO,1613670551
465,novo aripuana,-5.1206,-60.3797,83.37,85,66,4.12,BR,1613670552
466,pemba,-12.974,40.5178,82.4,83,75,8.05,MZ,1613670553
467,carman,49.4992,-98.0016,10.4,72,78,3.44,CA,1613670554
468,norman wells,65.282,-126.8329,-13.0,77,75,2.3,CA,1613670555
469,sept-iles,50.2001,-66.3821,17.01,37,20,11.5,CA,1613670557
470,konyshevka,51.8418,35.2941,5.0,85,0,6.71,RU,1613670558
471,vilhena,-12.7406,-60.1458,82.4,65,75,10.36,BR,1613670559
472,tanout,14.9709,8.8879,65.17,13,0,14.07,NE,1613670560
473,portland,45.5234,-122.6762,42.01,65,90,16.11,US,1613669755
474,ransang,8.9603,117.5828,76.5,87,34,8.32,PH,1613670563
475,berberati,4.2612,15.7922,77.97,20,87,3.62,CF,1613670564
476,wucheng,29.6008,118.175,45.0,68,2,0.87,CN,1613670566
477,elliot,-31.3333,27.85,60.01,96,31,7.14,ZA,1613670567
478,carahue,-38.7,-73.1667,57.2,100,90,8.05,CL,1613670568
479,ekhabi,53.5102,142.9671,1.76,94,100,15.77,RU,1613670570
480,kruisfontein,-34.0033,24.7314,68.0,71,28,3.0,ZA,1613670571
481,nizwa,22.9333,57.5333,65.71,23,1,5.68,OM,1613670573
482,north bend,43.4065,-124.2243,45.0,93,90,6.91,US,1613670355
483,keetmanshoop,-26.5833,18.1333,84.2,15,0,8.05,NA,1613670575
484,truro,50.2653,-5.0544,46.4,70,20,13.8,GB,1613670576
485,gwembe,-16.4975,27.6069,66.4,96,16,3.65,ZM,1613670578
486,omboue,-1.5746,9.2618,79.3,82,96,6.49,GA,1613670580
487,pacaembu,-21.5622,-51.2606,85.44,48,0,9.08,BR,1613670581
488,bejar,40.3864,-5.7634,53.01,66,75,18.41,ES,1613670582
489,turukhansk,65.8167,87.9833,-25.47,96,100,9.51,RU,1613670584
490,sulina,45.1559,29.6536,29.86,78,51,19.15,RO,1613670585
491,west bay,19.3667,-81.4167,84.2,58,20,14.97,KY,1613670586
492,innisfail,-17.5333,146.0333,74.12,95,100,1.74,AU,1613670588
493,lappeenranta,61.0587,28.1887,1.0,82,47,5.68,FI,1613670589
494,oussouye,12.485,-16.5469,93.2,61,64,2.3,SN,1613670590
495,plaster rock,46.9065,-67.39,18.0,49,1,10.36,CA,1613670592
496,nova olimpia,-14.7972,-57.2881,82.11,85,91,5.82,BR,1613670593
497,touros,-5.1989,-35.4608,87.8,48,20,14.97,BR,1613670595
498,brownwood,31.7093,-98.9912,24.8,68,75,15.03,US,1613670596
499,necochea,-38.5473,-58.7368,80.01,45,0,8.01,AR,1613670597
500,baiyin,36.5583,104.2081,37.0,28,0,11.18,CN,1613670598
501,luanda,-8.8368,13.2343,84.2,65,40,11.5,AO,1613670540
502,corbelia,-24.7989,-53.3067,82.4,42,20,6.91,BR,1613670601
503,nhulunbuy,-12.2333,136.7667,77.0,94,75,8.05,AU,1613670603
504,soc trang,9.6033,105.98,71.6,100,20,12.3,VN,1613670605
505,cabedelo,-6.9811,-34.8339,87.8,51,20,9.22,BR,1613670607
506,madimba,-10.4,40.3333,78.8,89,20,8.05,TZ,1613670609
507,bubaque,11.2833,-15.8333,77.99,67,25,13.38,GW,1613670610
508,poronaysk,49.2167,143.1167,4.75,83,0,6.13,RU,1613670611
509,iracoubo,5.4802,-53.2011,80.53,70,61,11.9,GF,1613670613
510,batagay-alyta,67.8006,130.4114,-33.34,100,22,0.67,RU,1613670615
511,vyshhorod,50.5848,30.4898,14.0,73,75,6.71,UA,1613670616
512,fairbanks,64.8378,-147.7164,1.0,85,90,2.3,US,1613670604
513,goderich,43.7501,-81.7165,23.0,63,97,10.36,CA,1613670500
514,novouzensk,50.4592,48.1431,-1.75,81,64,3.49,RU,1613670413
515,halifax,44.6453,-63.5724,24.01,50,75,14.97,CA,1613670435
516,davila,18.4726,120.5763,69.48,79,35,30.85,PH,1613670622
517,sambava,-14.2667,50.1667,81.97,82,90,0.51,MG,1613670623
518,abdanan,32.9926,47.4198,42.49,57,7,2.95,IR,1613670625
519,alzamay,55.5562,98.6644,-5.78,97,70,3.76,RU,1613670627
520,angoche,-16.2325,39.9086,82.18,86,100,4.03,MZ,1613670511
521,baykit,61.67,96.37,-24.79,95,75,3.42,RU,1613670629
522,kenai,60.5544,-151.2583,30.0,93,90,5.75,US,1613670631
523,sigli,5.3848,95.9609,78.96,72,97,7.4,ID,1613670633
524,savannah bight,16.45,-85.85,86.0,62,20,2.3,HN,1613670634
525,nishihara,26.1842,127.7558,55.4,43,75,14.97,JP,1613670635
526,ailigandi,9.2333,-78.0167,81.9,74,92,9.78,PA,1613670637
527,upata,8.0086,-62.3989,85.57,45,91,6.69,VE,1613670638
528,kanigoro,-8.13,112.219,73.24,95,100,6.42,ID,1613670640
529,tommot,58.9564,126.2925,-6.29,98,99,1.52,RU,1613670641
530,kirksville,40.1948,-92.5833,19.0,79,1,4.61,US,1613670642
531,palpa,-14.5336,-75.1856,94.1,26,29,11.68,PE,1613670644
532,gilgit,35.9221,74.3087,35.65,27,0,2.28,PK,1613670645
533,cumra,37.5732,32.7745,21.2,79,75,5.75,TR,1613670647
534,gao,16.6362,1.637,76.71,8,100,12.82,ML,1613670648
535,bagdarin,54.4333,113.6,9.88,89,100,5.64,RU,1613670650
536,freeport,40.6576,-73.5832,27.0,86,90,11.5,US,1613670476
537,bure,10.7,37.0667,63.57,42,80,6.71,ET,1613670652
538,loukhi,66.0764,33.0381,-4.72,94,27,2.73,RU,1613670654
539,braco do norte,-28.275,-49.1656,87.98,31,0,6.8,BR,1613670655
540,mutis,6.2262,-77.4044,82.8,73,52,3.11,CO,1613670656
541,tari,12.4086,4.4914,76.82,10,66,10.13,NG,1613670658
542,bindi,9.9167,-11.45,92.55,31,99,3.65,SL,1613670660
543,alenquer,-1.9417,-54.7383,82.4,78,75,4.61,BR,1613670661
544,limoges,45.75,1.3333,48.99,93,90,5.75,FR,1613670663
545,atlantic city,39.3643,-74.4229,32.0,93,90,9.22,US,1613670489
546,doha,25.2867,51.5333,73.4,73,0,11.5,QA,1613670665
547,kapit,2.0167,112.9333,71.78,99,87,0.78,MY,1613670666
548,londoko,49.0333,131.9833,3.92,95,90,3.27,RU,1613670668
549,zaozerne,45.1582,33.2787,32.0,74,97,1.99,UA,1613670669
550,haverfordwest,51.8017,-4.9691,46.99,81,6,15.01,GB,1613670671
551,ponta delgada,37.7333,-25.6667,62.01,88,75,26.46,PT,1613670672
552,walvis bay,-22.9575,14.5053,73.4,56,2,14.97,NA,1613670674
553,hun,29.1268,15.9477,57.65,18,1,4.29,LY,1613670675
554,moscow,55.7522,37.6156,3.2,78,0,8.95,RU,1613670592
555,buraydah,26.326,43.975,59.0,47,0,5.75,SA,1613670678
556,sovetskiy,61.3614,63.5842,-25.06,94,0,1.19,RU,1613670679
557,leh,34.1667,77.5833,7.5,24,0,2.48,IN,1613670680
558,ladario,-19.0047,-57.6017,91.4,51,20,2.3,BR,1613670681
