,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,yichun,47.7,128.9,263.21,97,94,2.76,CN,1613063543
368,hofn,64.2539,-15.2082,276.15,70,90,5.14,IS,1613063544
369,pravia,43.4906,-6.1508,288.15,94,75,1.03,ES,1613063545
370,san fernando,15.0286,120.6898,298.15,83,75,2.06,PH,1613062994
371,nizwa,22.9333,57.5333,292.67,31,2,0.08,OM,1613063548
372,zhigansk,66.7697,123.3711,249.64,90,100,1.72,RU,1613063549
373,lobamba,-26.4667,31.2,293.82,88,9,1.29,SZ,1613063550
374,pavlodar,52.3,76.95,244.15,76,0,5.0,KZ,1613063551
375,geraldton,-28.7667,114.6,291.15,72,0,6.69,AU,1613063552
376,dogondoutchi,13.6393,4.0287,306.13,10,0,2.91,NE,1613063554
377,pasni,25.2631,63.471,295.27,67,48,1.2,PK,1613063555
378,emerald,-23.5333,148.1667,297.15,73,90,5.14,AU,1613063468
379,saint anthony,45.0205,-93.218,253.15,59,75,2.57,US,1613063557
380,redmond,47.674,-122.1215,274.26,88,100,2.85,US,1613063422
381,bay roberts,47.5999,-53.2648,267.59,93,90,18.01,CA,1613063559
382,dunedin,-45.8742,170.5036,283.71,75,1,0.45,NZ,1613063303
383,bahia blanca,-38.7196,-62.2724,302.89,31,0,4.52,AR,1613063418
384,maputo,-25.9653,32.5892,303.15,70,75,7.72,MZ,1613063467
385,tura,25.5198,90.2201,290.49,44,0,1.28,IN,1613063285
386,luangwa,-15.6167,30.4167,298.41,81,74,0.7,ZM,1613063565
387,shingu,33.7333,135.9833,280.38,58,100,2.01,JP,1613063567
388,alta floresta,-9.8756,-56.0861,301.04,88,88,0.6,BR,1613063568
389,seia,40.4151,-7.7086,287.04,93,100,1.34,PT,1613063569
390,coquimbo,-29.9533,-71.3436,294.15,64,20,4.12,CL,1613063511
391,sabang,5.8933,95.3214,301.55,66,1,1.0,ID,1613063571
392,terrasini,38.146,13.0844,288.15,72,20,8.23,IT,1613063573
393,faya,18.3851,42.4509,289.15,88,0,2.06,SA,1613063574
394,deputatskiy,69.3,139.9,248.98,83,80,0.5,RU,1613063575
395,davila,18.4726,120.5763,296.63,83,100,6.12,PH,1613063576
396,borogontsy,62.6683,131.1683,256.87,93,96,2.85,RU,1613063295
397,atambua,-9.1061,124.8925,296.95,86,100,0.81,ID,1613063579
398,ust-nera,64.5667,143.2,256.41,82,100,0.64,RU,1613063580
399,mayo,38.8876,-76.5119,274.15,86,90,3.09,US,1613063581
400,karakol,42.4907,78.3936,273.37,90,100,1.2,KG,1613063582
401,sumbe,-11.2061,13.8437,300.04,71,3,3.69,AO,1613063583
402,lac du bonnet,50.2536,-96.0612,244.26,100,81,2.38,CA,1613063584
403,vila do maio,15.1333,-23.2167,299.15,44,0,8.75,CV,1613063586
404,haines junction,60.7522,-137.5108,233.15,60,0,0.51,CA,1613063587
405,ilebo,-4.3167,20.5833,301.83,55,95,0.4,CD,1613063588
406,escanaba,45.7453,-87.0646,262.59,52,1,3.09,US,1613063589
407,whitley bay,55.0397,-1.4471,274.82,69,20,1.03,GB,1613063590
408,winton,37.3894,-120.6133,284.82,100,75,0.28,US,1613063591
409,tuatapere,-46.1333,167.6833,278.97,84,2,1.77,NZ,1613063593
410,tazmalt,36.3868,4.3989,288.93,60,2,1.54,DZ,1613063594
411,charleston,32.7766,-79.9309,290.37,100,90,1.13,US,1613062803
412,glendive,47.1053,-104.7125,248.15,63,90,5.66,US,1613063596
413,ruteng,-8.6136,120.4721,290.87,100,100,0.23,ID,1613063597
414,beloha,-25.1667,45.05,297.9,76,100,3.83,MG,1613063598
415,damme,52.5167,8.2,271.15,74,20,1.03,DE,1613063599
416,kupang,-10.1667,123.5833,299.25,81,71,1.4,ID,1613063601
417,ola,59.5833,151.2833,262.21,87,66,3.15,RU,1613063602
418,oranjestad,12.524,-70.027,302.15,65,40,7.72,AW,1613063393
419,catabola,-12.15,17.2833,294.88,64,16,0.98,AO,1613063604
420,dabat,12.9842,37.765,286.14,39,57,2.51,ET,1613063605
421,kvarkeno,52.0833,59.725,259.9,95,99,2.94,RU,1613063606
422,taltal,-25.4,-70.4833,294.91,58,17,2.84,CL,1613063608
423,nanortalik,60.1432,-45.2371,272.48,89,100,6.78,GL,1613063609
424,moranbah,-22.0016,148.0466,295.14,78,63,6.67,AU,1613063610
425,hoquiam,46.9809,-123.8893,274.82,86,90,7.2,US,1613063611
426,kondinskoye,59.6481,67.41,244.02,87,0,1.73,RU,1613063612
427,verkhoyansk,67.5447,133.385,246.72,81,53,0.75,RU,1613063613
428,port-gentil,-0.7193,8.7815,302.15,84,40,5.66,GA,1613063614
429,turukhansk,65.8167,87.9833,243.27,85,61,2.57,RU,1613063616
430,inhambane,-23.865,35.3833,300.15,78,75,4.12,MZ,1613063617
431,neiafu,-18.65,-173.9833,298.15,94,40,5.31,TO,1613063618
432,yeppoon,-23.1333,150.7333,296.15,78,75,2.57,AU,1613063619
433,sechura,-5.5569,-80.8222,301.22,58,51,2.3,PE,1613063620
434,avon lake,41.5053,-82.0282,268.15,79,75,4.12,US,1613063621
435,buala,-8.145,159.5921,299.81,81,83,4.58,SB,1613063622
436,namatanai,-3.6667,152.4333,297.77,90,100,0.61,PG,1613063623
437,fairfield,41.2668,-73.3162,272.59,50,20,5.14,US,1613063083
438,nhulunbuy,-12.2333,136.7667,298.15,94,40,2.06,AU,1613063626
439,chaves,33.3834,-104.4505,275.15,93,90,2.57,US,1613063627
440,jijiga,9.35,42.8,290.53,44,97,5.9,ET,1613063628
441,takab,36.4009,47.1133,273.74,80,0,1.66,IR,1613063629
442,manaus,-3.1019,-60.025,304.15,66,40,3.09,BR,1613063434
443,sibolga,1.7427,98.7792,298.63,81,77,1.45,ID,1613063631
444,grande prairie,55.1667,-118.8027,240.15,75,20,5.14,CA,1613063633
445,ojinaga,29.5667,-104.4167,291.15,42,1,3.6,MX,1613063634
446,camana,-16.6228,-72.7111,298.22,63,100,5.01,PE,1613063635
447,nara,34.6851,135.8049,280.37,59,100,0.88,JP,1613063636
448,herat,34.5,62.0,284.15,32,0,2.06,AF,1613063637
449,nikki,9.9401,3.2108,309.37,11,61,1.28,BJ,1613063638
450,half moon bay,37.4636,-122.4286,284.26,93,20,1.59,US,1613063640
451,halifax,44.6453,-63.5724,267.59,42,20,8.23,CA,1613062986
452,riyadh,24.6877,46.7219,295.15,21,0,3.09,SA,1613063642
453,aswan,24.0934,32.907,299.47,15,89,4.97,EG,1613063643
454,pacific grove,36.6177,-121.9166,284.15,87,1,3.09,US,1613063585
455,taksimo,56.3444,114.8794,255.27,84,100,2.02,RU,1613063645
456,lasa,46.6166,10.7002,280.15,39,0,2.06,IT,1613063646
457,westport,41.1415,-73.3579,273.15,55,90,3.09,US,1613063648
458,minab,27.1467,57.0801,296.15,64,88,2.06,IR,1613063649
459,alexandria,31.2156,29.9553,290.15,63,0,3.09,EG,1613063354
460,colquiri,-17.4167,-67.1333,289.15,33,75,3.6,BO,1613063469
461,qaqortoq,60.7167,-46.0333,276.15,25,75,15.95,GL,1613063652
462,burnie,-41.0667,145.9167,289.26,85,100,2.24,AU,1613063653
463,antofagasta,-23.65,-70.4,297.59,56,20,6.17,CL,1613063511
464,vorotynets,56.0603,45.8633,257.41,94,100,2.94,RU,1613063656
465,austintown,41.1017,-80.7645,270.37,54,90,5.14,US,1613063657
466,najran,17.4924,44.1277,294.15,32,0,3.09,SA,1613063658
467,kuytun,54.3419,101.5036,252.1,90,100,2.11,RU,1613063659
468,road town,18.4167,-64.6167,299.15,83,40,3.09,VG,1613063660
469,naze,28.3667,129.4833,286.33,91,100,13.38,JP,1613063661
470,yarada,17.65,83.2667,294.15,88,54,1.03,IN,1613063663
471,lagoa,39.05,-27.9833,288.58,78,71,12.22,PT,1613063664
472,puerto colombia,10.9878,-74.9547,305.15,51,0,4.12,CO,1613063665
473,chernyshevskiy,63.0128,112.4714,241.91,87,16,1.11,RU,1613063666
474,rawson,-43.3002,-65.1023,304.36,25,52,12.78,AR,1613063668
475,vardo,70.3705,31.1107,264.15,79,75,7.2,NO,1613063669
476,quelimane,-17.8786,36.8883,302.15,51,40,5.14,MZ,1613063670
477,byron bay,-28.65,153.6167,292.15,88,75,0.68,AU,1613063200
478,redcliffe,-27.2307,153.0973,296.15,68,75,2.06,AU,1613063673
479,kloulklubed,7.0419,134.2556,299.15,89,75,2.06,PW,1613063674
480,vypolzovo,57.8767,33.6986,255.49,94,99,1.95,RU,1613063675
481,ranibennur,14.6167,75.6167,294.94,29,68,3.23,IN,1613063410
482,goundam,16.4145,-3.6708,308.45,8,0,4.96,ML,1613063677
483,baruun-urt,46.6806,113.2792,259.33,90,0,4.67,MN,1613063678
484,zaysan,47.4667,84.8667,258.83,94,100,0.53,KZ,1613063680
485,witu,-2.3889,40.4382,300.15,74,1,3.6,KE,1613063681
486,sioux lookout,50.1001,-91.917,243.15,76,20,2.06,CA,1613063682
487,yanam,16.7333,82.2167,292.66,78,95,0.79,IN,1613063683
488,kabinda,-6.1333,24.4833,295.11,91,100,1.14,CD,1613063684
489,victoria point,-27.5833,153.3,296.48,67,76,1.61,AU,1613063685
490,gnjilane,42.4604,21.4699,273.71,80,75,4.63,XK,1613063662
491,tiznit,29.5833,-9.5,291.13,63,0,2.87,MA,1613063688
492,sistranda,63.7256,8.834,265.15,86,0,5.14,NO,1613063689
493,lompoc,34.6391,-120.4579,283.15,100,90,2.06,US,1613063690
494,kincardine,56.0667,-3.7167,273.15,74,0,2.06,GB,1613063691
495,chervone,49.9564,28.8645,264.31,97,100,5.35,UA,1613063692
496,tateyama,34.9833,139.8667,280.37,49,100,1.34,JP,1613063693
497,masvingo,-20.0637,30.8277,293.13,84,51,2.09,ZW,1613063695
498,duminichi,53.9345,35.1099,260.21,95,100,3.87,RU,1613063696
499,orlik,52.5178,99.825,246.44,74,64,0.54,RU,1613063697
500,uruzgan,32.8333,66.0,282.48,42,58,2.3,AF,1613063698
501,tagusao,9.1924,117.8141,299.2,77,4,1.02,PH,1613063699
502,honiara,-9.4333,159.95,299.09,85,100,3.12,SB,1613063700
503,tigil,57.8,158.6667,258.37,88,98,1.44,RU,1613063701
504,misratah,32.3754,15.0925,288.88,67,3,6.69,LY,1613063704
505,inta,66.0317,60.1659,242.96,86,76,2.58,RU,1613063705
506,port hardy,50.6996,-127.4199,273.15,54,75,12.35,CA,1613063706
507,milkovo,54.7167,158.6167,261.7,95,100,2.1,RU,1613063708
508,saint-esteve,42.7131,2.843,288.15,62,40,1.54,FR,1613063709
509,lagunas,-5.2269,-75.6753,300.59,89,100,0.91,PE,1613063710
510,digby,44.6169,-65.7655,267.15,58,85,3.09,CA,1613063705
511,salinopolis,-0.6136,-47.3561,302.39,69,100,5.0,BR,1613063582
512,jumla,29.2747,82.1838,277.17,70,20,1.55,NP,1613063705
513,glebychevo,60.4387,28.7183,255.37,93,1,3.13,RU,1613063715
514,sabana de torres,7.3915,-73.4957,299.15,69,75,3.09,CO,1613063716
515,slave lake,55.2834,-114.769,244.15,69,90,5.14,CA,1613063717
516,nueva loja,0.0847,-76.8828,298.15,94,75,1.03,EC,1613063718
517,mapiri,-15.25,-68.1667,296.63,85,93,1.0,BO,1613063720
518,den helder,52.9599,4.7593,271.48,69,14,1.54,NL,1613063721
519,nelson bay,-32.7167,152.15,292.15,68,60,2.57,AU,1613063722
520,chake chake,-5.2459,39.7666,299.81,75,86,4.66,TZ,1613063723
521,sanandaj,35.3144,46.9923,281.33,51,0,1.53,IR,1613063724
522,galle,6.0367,80.217,297.78,82,58,1.04,LK,1613063705
523,asyut,27.181,31.1837,294.15,46,0,3.09,EG,1613063727
524,arman,59.7,150.1667,262.49,88,80,3.71,RU,1613063728
525,matola,-25.9622,32.4589,303.15,70,75,7.72,MZ,1613063729
526,umm lajj,25.0213,37.2685,298.65,60,3,3.1,SA,1613063730
527,pangoa,-12.1167,-73.0,296.91,94,82,2.0,PE,1613063731
528,svetlyy,54.675,20.1347,265.93,79,40,5.0,RU,1613063733
529,callosa de segura,38.125,-0.8782,294.82,42,1,4.47,ES,1613063734
530,belyy yar,53.6039,91.3903,245.15,76,12,0.53,RU,1613063735
531,omsukchan,62.5333,155.8,252.88,89,24,2.13,RU,1613063737
532,bonavista,48.6499,-53.1147,268.71,100,100,6.17,CA,1613063738
533,mitchell,43.7094,-98.0298,256.15,71,90,4.12,US,1613063739
534,honningsvag,70.9821,25.9704,272.15,74,75,5.14,NO,1613063740
535,tabou,4.423,-7.3528,301.37,79,84,3.44,CI,1613063742
536,hollola,61.05,25.4333,257.04,93,13,0.45,FI,1613063743
537,balaipungut,1.05,101.2833,297.24,93,45,1.33,ID,1613063744
538,askino,56.0901,56.5783,254.3,91,10,3.61,RU,1613063745
539,batemans bay,-35.7167,150.1833,292.59,90,94,0.45,AU,1613063746
540,changji,44.0167,87.3167,267.15,93,75,2.0,CN,1613063748
541,kaoma,-14.7833,24.8,294.79,91,95,1.33,ZM,1613063749
542,oktyabrskoye,43.0645,44.7417,278.15,75,20,4.0,RU,1613063750
543,isangel,-19.55,169.2667,296.15,94,40,1.03,VU,1613063752
544,semey,50.4111,80.2275,246.84,87,3,1.43,KZ,1613063753
545,bambous virieux,-20.3428,57.7575,300.15,69,40,5.14,MU,1613063754
546,havoysund,70.9963,24.6622,272.15,74,75,5.14,NO,1613063755
547,portobelo,9.55,-79.65,304.82,59,68,5.81,PA,1613063756
548,vredendal,-31.6683,18.5012,300.26,44,93,5.6,ZA,1613063757
549,saint-gaudens,43.0833,0.6667,287.15,62,90,1.03,FR,1613063759
550,onega,63.9061,38.1404,249.36,90,3,1.88,RU,1613063760
551,quatre cocos,-20.2078,57.7625,300.15,69,40,5.14,MU,1613063761
552,resavica,44.0408,21.5816,270.37,67,100,8.3,RS,1613063762
553,ballina,-28.8667,153.5667,292.15,88,75,1.29,AU,1613063763
554,berlevag,70.8578,29.0864,268.15,68,0,6.69,NO,1613063764
555,gijon,43.5357,-5.6615,288.15,87,99,0.45,ES,1613063736
